id,code,name,parent_id:id,note,reconcile,type,user_type:id
CED207070100,2.07.07.01.00,Lucros Acumulados e/ou Saldo à Disposição da Assembléia,CED20707,Lucros Acumulados e/ou Saldo à Disposição da Assembléia,FALSE,other,account.data_account_type_liability
CED207070200,2.07.07.02.00,(-) Prejuízos Acumulados,CED20707,(-) Prejuízos Acumulados,FALSE,other,account.data_account_type_liability
CED207070300,2.07.07.03.00,(-) Ações em Tesouraria,CED20707,(-) Ações em Tesouraria,FALSE,other,account.data_account_type_liability
CED207070400,2.07.07.04.00,Outras Contas do PL,CED20707,Outras Contas do PL,FALSE,other,account.data_account_type_liability
CED208,2.08,PATRIMÔNIO SOCIAL,CED2,PATRIMÔNIO SOCIAL,FALSE,view,account.data_account_type_view
CED20801,2.08.01,FUNDO PATRIMONIAL,CED208,FUNDO PATRIMONIAL,FALSE,view,account.data_account_type_view
CED208010100,2.08.01.01.00,Fundo Patrimonial,CED20801,Fundo Patrimonial,FALSE,other,account.data_account_type_liability
CED20804,2.08.04,RESERVAS,CED208,RESERVAS,FALSE,view,account.data_account_type_view
CED208040100,2.08.04.01.00,Reservas Patrimoniais,CED20804,Reservas Patrimoniais,FALSE,other,account.data_account_type_liability
CED208040200,2.08.04.02.00,Reservas Estatutárias,CED20804,Reservas Estatutárias,FALSE,other,account.data_account_type_liability
CED20807,2.08.07,OUTRAS CONTAS,CED208,OUTRAS CONTAS,FALSE,view,account.data_account_type_view
CED208070100,2.08.07.01.00,Superávits Acumulados,CED20807,Superávits Acumulados,FALSE,other,account.data_account_type_liability
CED208070200,2.08.07.02.00,Déficits Acumulados,CED20807,Déficits Acumulados,FALSE,other,account.data_account_type_liability
CED3,3,RESULTADO LÍQUIDO DO PERÍODO,CED0,RESULTADO LÍQUIDO DO PERÍODO,FALSE,view,account.data_account_type_view
CED301,3.01,RESULTADO LÍQUIDO DO PERÍODO ANTES DO IRPJ E DA CSLL - ATIVIDADE GERAL,CED3,RESULTADO LÍQUIDO DO PERÍODO ANTES DO IRPJ E DA CSLL - ATIVIDADE GERAL,FALSE,view,account.data_account_type_view
CED30101,3.01.01,RESULTADO OPERACIONAL,CED301,RESULTADO OPERACIONAL,FALSE,view,account.data_account_type_view
CED3010101,3.01.01.01,RECEITA LIQUIDA,CED30101,RECEITA LIQUIDA,FALSE,view,account.data_account_type_view
CED301010101,3.01.01.01.01,RECEITA BRUTA,CED3010101,RECEITA BRUTA,FALSE,view,account.data_account_type_view
CED3010101010101,3.01.01.01.01.01.01,Receita de Exportação Direta de Mercadorias e Produtos,CED301010101,Receita de Exportação Direta de Mercadorias e Produtos,FALSE,other,account.data_account_type_income
CED3010101010102,3.01.01.01.01.01.02,Receita de Vendas de Mercadorias e Produtos a Comercial Exportadora com Fim Específico de Exportação,CED301010101,Receita de Vendas de Mercadorias e Produtos a Comercial Exportadora com Fim Específico de Exportação,FALSE,other,account.data_account_type_income
CED3010101010103,3.01.01.01.01.01.03,Receita de Exportação de Serviços,CED301010101,Receita de Exportação de Serviços,FALSE,other,account.data_account_type_income
CED3010101010200,3.01.01.01.01.02.00,Receita da Venda no Mercado Interno de Produtos de Fabricação Própria,CED301010101,Receita da Venda no Mercado Interno de Produtos de Fabricação Própria,FALSE,other,account.data_account_type_income
CED3010101010300,3.01.01.01.01.03.00,Receita da Revenda de Mercadorias no Mercado Interno,CED301010101,Receita da Revenda de Mercadorias no Mercado Interno,FALSE,other,account.data_account_type_income
CED3010101010400,3.01.01.01.01.04.00,Receita da Prestação de Serviços – Mercado Interno,CED301010101,Receita da Prestação de Serviços – Mercado Interno,FALSE,other,account.data_account_type_income
CED3010101010500,3.01.01.01.01.05.00,Receita das Unidades Imobiliárias Vendidas,CED301010101,Receita das Unidades Imobiliárias Vendidas,FALSE,other,account.data_account_type_income
CED3010101010600,3.01.01.01.01.06.00,Receita de Locação de Bens Móveis e Imóveis,CED301010101,Receita de Locação de Bens Móveis e Imóveis,FALSE,other,account.data_account_type_income
CED3010101010700,3.01.01.01.01.07.00,Outras,CED301010101,Outras,FALSE,other,account.data_account_type_income
CED301010103,3.01.01.01.03,DEDUÇÕES DA RECEITA BRUTA,CED3010101,DEDUÇÕES DA RECEITA BRUTA,FALSE,view,account.data_account_type_view
CED3010101030100,3.01.01.01.03.01.00,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",CED301010103,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",FALSE,other,account.data_account_type_expense
CED3010101030200,3.01.01.01.03.02.00,(-) ICMS,CED301010103,(-) ICMS,FALSE,other,account.data_account_type_expense
CED3010101030300,3.01.01.01.03.03.00,(-) Cofins,CED301010103,(-) Cofins,FALSE,other,account.data_account_type_expense
CED3010101030400,3.01.01.01.03.04.00,(-) PIS/Pasep,CED301010103,(-) PIS/Pasep,FALSE,other,account.data_account_type_expense
CED3010101030500,3.01.01.01.03.05.00,(-) ISS,CED301010103,(-) ISS,FALSE,other,account.data_account_type_expense
CED3010101030600,3.01.01.01.03.06.00,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,CED301010103,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,FALSE,other,account.data_account_type_expense
CED3010103,3.01.01.03,CUSTO DOS BENS E SERVIÇOS VENDIDOS,CED30101,CUSTO DOS BENS E SERVIÇOS VENDIDOS,FALSE,view,account.data_account_type_view
CED301010301,3.01.01.03.01,CUSTO DOS PRODUTOS DE FABRICAÇÃO PRÓPRIA VENDIDOS,CED3010103,CUSTO DOS PRODUTOS DE FABRICAÇÃO PRÓPRIA VENDIDOS,FALSE,view,account.data_account_type_view
CED3010103010000,3.01.01.03.01.00.00,Custo dos Produtos de Fabricação Própria Vendidos,CED301010301,Custo dos Produtos de Fabricação Própria Vendidos,FALSE,other,account.data_account_type_expense
CED301010303,3.01.01.03.03,CUSTO DAS MERCADORIAS REVENDIDAS,CED3010103,CUSTO DAS MERCADORIAS REVENDIDAS,FALSE,view,account.data_account_type_view
CED3010103030000,3.01.01.03.03.00.00,Custo das Mercadorias Revendidas,CED301010303,Custo das Mercadorias Revendidas,FALSE,other,account.data_account_type_expense
CED3010103050000,3.01.01.03.05.00.00,Custo dos Serviços Vendidos,CED301010303,Custo dos Serviços Vendidos,FALSE,other,account.data_account_type_expense
CED301010307,3.01.01.03.07,CUSTO DAS UNIDADES IMOBILIÁRIAS VENDIDAS,CED3010103,CUSTO DAS UNIDADES IMOBILIÁRIAS VENDIDAS,FALSE,view,account.data_account_type_view
CED3010103070100,3.01.01.03.07.01.00,Custo das Unidades Imobiliárias Vendidas,CED301010307,Custo das Unidades Imobiliárias Vendidas,FALSE,other,account.data_account_type_expense
CED301010309,3.01.01.03.09,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,CED3010103,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,FALSE,view,account.data_account_type_view
CED3010105,3.01.01.05,OUTRAS RECEITAS OPERACIONAIS,CED30101,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view
CED301010501,3.01.01.05.01,OUTRAS RECEITAS OPERACIONAIS,CED3010105,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view
CED3010105010100,3.01.01.05.01.01.00,Variações Cambiais Ativas,CED301010501,Variações Cambiais Ativas,FALSE,other,account.data_account_type_income
CED3010105010200,3.01.01.05.01.02.00,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",CED301010501,"Ganhos Auferidos no Mercado de Renda Variável, exceto Day-Trade",FALSE,other,account.data_account_type_income
CED3010105010300,3.01.01.05.01.03.00,Ganhos em Operações Day-Trade,CED301010501,Ganhos em Operações Day-Trade,FALSE,other,account.data_account_type_income
CED3010105010400,3.01.01.05.01.04.00,Receitas de Juros sobre o Capital Próprio,CED301010501,Receitas de Juros sobre o Capital Próprio,FALSE,other,account.data_account_type_income
CED3010105010500,3.01.01.05.01.05.00,Outras Receitas Financeiras,CED301010501,Outras Receitas Financeiras,FALSE,other,account.data_account_type_income
CED3010105010600,3.01.01.05.01.06.00,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,CED301010501,Ganhos na Alienação de Participações Não Integrantes do Ativo Permanente,FALSE,other,account.data_account_type_income
CED3010105010700,3.01.01.05.01.07.00,Resultados Positivos em Participações Societárias,CED301010501,Resultados Positivos em Participações Societárias,FALSE,other,account.data_account_type_income
CED3010105010710,3.01.01.05.01.07.10,Amortização de Deságio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,CED301010501,Amortização de Deságio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,FALSE,other,account.data_account_type_income
CED3010105010800,3.01.01.05.01.08.00,Resultados Positivos em SCP,CED301010501,Resultados Positivos em SCP,FALSE,other,account.data_account_type_income
CED3010105010900,3.01.01.05.01.09.00,Rendimentos e Ganhos de Capital Auferidos no Exterior,CED301010501,Rendimentos e Ganhos de Capital Auferidos no Exterior,FALSE,other,account.data_account_type_income
CED3010105011000,3.01.01.05.01.10.00,Reversão dos Saldos das Provisões Operacionais,CED301010501,Reversão dos Saldos das Provisões Operacionais,FALSE,other,account.data_account_type_income
CED3010105011010,3.01.01.05.01.10.10,Prêmios Recebidos na Emissão de Debêntures,CED301010501,Prêmios Recebidos na Emissão de Debêntures,FALSE,other,account.data_account_type_income
CED3010105011020,3.01.01.05.01.10.20,Doações e Subvenções para Investimentos,CED301010501,Doações e Subvenções para Investimentos,FALSE,other,account.data_account_type_income
CED3010105011030,3.01.01.05.01.10.30,Contrapartida dos Ajustes ao Valor Presente,CED301010501,Contrapartida dos Ajustes ao Valor Presente,FALSE,other,account.data_account_type_income
CED3010105011040,3.01.01.05.01.10.40,Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,CED301010501,Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_income
CED3010105011100,3.01.01.05.01.11.00,Outras Receitas Operacionais,CED301010501,Outras Receitas Operacionais,FALSE,other,account.data_account_type_income
CED3010107,3.01.01.07,DESPESAS OPERACIONAIS,CED30101,DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view
CED301010701,3.01.01.07.01,DESPESAS OPERACIONAIS DAS ATIVIDADES EM GERAL,CED3010107,DESPESAS OPERACIONAIS DAS ATIVIDADES EM GERAL,FALSE,view,account.data_account_type_view
CED3010107010100,3.01.01.07.01.01.00,Remuneração a Dirigentes e a Conselho de Administração,CED301010701,Remuneração a Dirigentes e a Conselho de Administração,FALSE,other,account.data_account_type_expense
CED3010107010201,3.01.01.07.01.02.01,"Ordenados, Salários Gratificações e Outras Remunerações a Empregados",CED301010701,"Ordenados, Salários Gratificações e Outras Remunerações a Empregados",FALSE,other,account.data_account_type_expense
CED3010107010203,3.01.01.07.01.02.03,Planos de Poupança e Investimentos de Empregados,CED301010701,Planos de Poupança e Investimentos de Empregados,FALSE,other,account.data_account_type_expense
CED3010107010205,3.01.01.07.01.02.05,Fundo de Aposentadoria Programada Individual de Empregados,CED301010701,Fundo de Aposentadoria Programada Individual de Empregados,FALSE,other,account.data_account_type_expense
CED3010107010207,3.01.01.07.01.02.07,Plano de Previdência Privada de Empregados,CED301010701,Plano de Previdência Privada de Empregados,FALSE,other,account.data_account_type_expense
CED3010107010209,3.01.01.07.01.02.09,Outros Gastos com Pessoal,CED301010701,Outros Gastos com Pessoal,FALSE,other,account.data_account_type_expense
CED3010107010300,3.01.01.07.01.03.00,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,CED301010701,Prestação de Serviços por Pessoa Física sem Vínculo Empregatício,FALSE,other,account.data_account_type_expense
CED3010107010400,3.01.01.07.01.04.00,Prestação de Serviço Pessoa Jurídica,CED301010701,Prestação de Serviço Pessoa Jurídica,FALSE,other,account.data_account_type_expense
CED3010107010401,3.01.01.07.01.04.01,Serviços Prestados por Cooperativa de Trabalho,CED301010701,Serviços Prestados por Cooperativa de Trabalho,FALSE,other,account.data_account_type_expense
CED3010107010402,3.01.01.07.01.04.02,Locação de Mão-de-obra,CED301010701,Locação de Mão-de-obra,FALSE,other,account.data_account_type_expense
CED3010107010500,3.01.01.07.01.05.00,Encargos Sociais – Previdência Social,CED301010701,Encargos Sociais – Previdência Social,FALSE,other,account.data_account_type_expense
CED3010107010600,3.01.01.07.01.06.00,Encargos Sociais – FGTS,CED301010701,Encargos Sociais – FGTS,FALSE,other,account.data_account_type_expense
CED3010107010700,3.01.01.07.01.07.00,Encargos Sociais – Outros,CED301010701,Encargos Sociais – Outros,FALSE,other,account.data_account_type_expense
CED3010107010800,3.01.01.07.01.08.00,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),CED301010701,Doações e Patrocínios de Caráter Cultural e Artístico (Lei no 8.313/1991),FALSE,other,account.data_account_type_expense
CED3010107010900,3.01.01.07.01.09.00,"Doações a Instituições de Ensino e Pesquisa (Lei nº 9.249/1995, art.13, § 2º)",CED301010701,"Doações a Instituições de Ensino e Pesquisa (Lei nº 9.249/1995, art.13, § 2º)",FALSE,other,account.data_account_type_expense
CED3010107011000,3.01.01.07.01.10.00,Doações a Entidades Civis,CED301010701,Doações a Entidades Civis,FALSE,other,account.data_account_type_expense
CED3010107011100,3.01.01.07.01.11.00,Outras Contribuições e Doações,CED301010701,Outras Contribuições e Doações,FALSE,other,account.data_account_type_expense
CED3010107011200,3.01.01.07.01.12.00,Alimentação do Trabalhador,CED301010701,Alimentação do Trabalhador,FALSE,other,account.data_account_type_expense
CED3010107011300,3.01.01.07.01.13.00,PIS/Pasep,CED301010701,PIS/Pasep,FALSE,other,account.data_account_type_expense
CED3010107011400,3.01.01.07.01.14.00,Cofins,CED301010701,Cofins,FALSE,other,account.data_account_type_expense
CED3010107011500,3.01.01.07.01.15.00,CPMF,CED301010701,CPMF,FALSE,other,account.data_account_type_expense
CED3010107011600,3.01.01.07.01.16.00,"Demais Impostos, Taxas e Contribuições, exceto IR e CSLL",CED301010701,"Demais Impostos, Taxas e Contribuições, exceto IR e CSLL",FALSE,other,account.data_account_type_expense
CED3010107011700,3.01.01.07.01.17.00,Arrendamento Mercantil,CED301010701,Arrendamento Mercantil,FALSE,other,account.data_account_type_expense
CED3010107011800,3.01.01.07.01.18.00,Aluguéis,CED301010701,Aluguéis,FALSE,other,account.data_account_type_expense
CED3010107011900,3.01.01.07.01.19.00,Despesas com Veículos e de Conservação de Bens e Instalações,CED301010701,Despesas com Veículos e de Conservação de Bens e Instalações,FALSE,other,account.data_account_type_expense
CED3010107012001,3.01.01.07.01.20.01,"Propaganda, Publicidade e Patrocínio (Associações Desportivas que Mantenham Equipe de Futebol Profissional)",CED301010701,"Propaganda, Publicidade e Patrocínio (Associações Desportivas que Mantenham Equipe de Futebol Profissional)",FALSE,other,account.data_account_type_expense
CED3010107012002,3.01.01.07.01.20.02,"Propaganda, Publicidade e Patrocínio",CED301010701,"Propaganda, Publicidade e Patrocínio",FALSE,other,account.data_account_type_expense
CED3010107012100,3.01.01.07.01.21.00,Multas,CED301010701,Multas,FALSE,other,account.data_account_type_expense
CED3010107012200,3.01.01.07.01.22.00,Encargos de Depreciação e Amortização,CED301010701,Encargos de Depreciação e Amortização,FALSE,other,account.data_account_type_expense
CED3010107012300,3.01.01.07.01.23.00,Perdas em Operações de Crédito,CED301010701,Perdas em Operações de Crédito,FALSE,other,account.data_account_type_expense
CED3010107012400,3.01.01.07.01.24.00,Provisões para Férias e 13o Salário de Empregados,CED301010701,Provisões para Férias e 13o Salário de Empregados,FALSE,other,account.data_account_type_expense
CED3010107012500,3.01.01.07.01.25.00,Provisão para Perda de Estoque,CED301010701,Provisão para Perda de Estoque,FALSE,other,account.data_account_type_expense
CED3010107012600,3.01.01.07.01.26.00,Demais Provisões,CED301010701,Demais Provisões,FALSE,other,account.data_account_type_expense
CED3010107012700,3.01.01.07.01.27.00,Gratificações a Administradores,CED301010701,Gratificações a Administradores,FALSE,other,account.data_account_type_expense
CED3010107012800,3.01.01.07.01.28.00,Royalties e Assistência Técnica – PAÍS,CED301010701,Royalties e Assistência Técnica – PAÍS,FALSE,other,account.data_account_type_expense
CED3010107012900,3.01.01.07.01.29.00,Royalties e Assistência Técnica – EXTERIOR,CED301010701,Royalties e Assistência Técnica – EXTERIOR,FALSE,other,account.data_account_type_expense
CED3010107013000,3.01.01.07.01.30.00,"Assistência Médica, Odontológica e Farmacêutica a Empregados",CED301010701,"Assistência Médica, Odontológica e Farmacêutica a Empregados",FALSE,other,account.data_account_type_expense
CED3010107013100,3.01.01.07.01.31.00,Pesquisas Científicas e Tecnológicas,CED301010701,Pesquisas Científicas e Tecnológicas,FALSE,other,account.data_account_type_expense
CED3010107013200,3.01.01.07.01.32.00,Bens de Natureza Permanente Deduzidos como Despesa,CED301010701,Bens de Natureza Permanente Deduzidos como Despesa,FALSE,other,account.data_account_type_expense
CED3010107013301,3.01.01.07.01.33.01,"Despesas com viagens, diárias e ajusta de custo",CED301010701,"Despesas com viagens, diárias e ajusta de custo",FALSE,other,account.data_account_type_expense
CED3010107013390,3.01.01.07.01.33.90,Outras Despesas Operacionais,CED301010701,Outras Despesas Operacionais,FALSE,other,account.data_account_type_expense
CED3010109,3.01.01.09,OUTRAS DESPESAS OPERACIONAIS,CED30101,OUTRAS DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view
CED301010901,3.01.01.09.01,OUTRAS DESPESAS OPERACIONAIS,CED3010109,OUTRAS DESPESAS OPERACIONAIS,FALSE,view,account.data_account_type_view
CED3010109010100,3.01.01.09.01.01.00,(-) Variações Cambiais Passivas,CED301010901,(-) Variações Cambiais Passivas,FALSE,other,account.data_account_type_expense
CED3010109010200,3.01.01.09.01.02.00,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",CED301010901,"(-) Perdas Incorridas no Mercado de Renda Variável, exceto Day-Trade",FALSE,other,account.data_account_type_expense
CED3010109010300,3.01.01.09.01.03.00,(-) Perdas em Operações Day-Trade,CED301010901,(-) Perdas em Operações Day-Trade,FALSE,other,account.data_account_type_expense
CED3010109010400,3.01.01.09.01.04.00,(-) Juros sobre o Capital Próprio,CED301010901,(-) Juros sobre o Capital Próprio,FALSE,other,account.data_account_type_expense
CED3010109010500,3.01.01.09.01.05.00,(-) Outras Despesas Financeiras,CED301010901,(-) Outras Despesas Financeiras,FALSE,other,account.data_account_type_expense
CED3010109010600,3.01.01.09.01.06.00,(-) Prejuízos na Alienação de Participações Não Integrantes do Ativo Permanente,CED301010901,(-) Prejuízos na Alienação de Participações Não Integrantes do Ativo Permanente,FALSE,other,account.data_account_type_expense
CED3010109010700,3.01.01.09.01.07.00,(-) Resultados Negativos em Participações Societárias,CED301010901,(-) Resultados Negativos em Participações Societárias,FALSE,other,account.data_account_type_expense
CED3010109010710,3.01.01.09.01.07.10,(-) Amortização de Ágio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,CED301010901,(-) Amortização de Ágio nas Aquisições de Investimentos Avaliados pelo Patrimônio Líquido,FALSE,other,account.data_account_type_expense
CED3010109010800,3.01.01.09.01.08.00,(-) Resultados Negativos em SCP,CED301010901,(-) Resultados Negativos em SCP,FALSE,other,account.data_account_type_expense
CED3010109010900,3.01.01.09.01.09.00,(-) Perdas em Operações Realizadas no Exterior,CED301010901,(-) Perdas em Operações Realizadas no Exterior,FALSE,other,account.data_account_type_expense
CED3010109011000,3.01.01.09.01.10.00,(-) Contrapartida dos Ajustes ao Valor Presente,CED301010901,(-) Contrapartida dos Ajustes ao Valor Presente,FALSE,other,account.data_account_type_expense
CED3010109011100,3.01.01.09.01.11.00,(-) Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,CED301010901,(-) Contrapartida de outros Ajustes às Normas Internacionais de Contabilidade,FALSE,other,account.data_account_type_expense
CED3010109011200,3.01.01.09.01.12.00,(-) Contrapartida dos Ajustes de Valor do Imobilizado e Intangível,CED301010901,(-) Contrapartida dos Ajustes de Valor do Imobilizado e Intangível,FALSE,other,account.data_account_type_expense
CED30103,3.01.03,OUTRAS RECEITAS E OUTRAS DESPESAS,CED301,OUTRAS RECEITAS E OUTRAS DESPESAS,FALSE,view,account.data_account_type_view
CED3010301,3.01.03.01,RECEITAS E DESPESAS NÃO OPERACIONAIS,CED30103,RECEITAS E DESPESAS NÃO OPERACIONAIS,FALSE,view,account.data_account_type_view
CED301030101,3.01.03.01.01,RECEITAS NÃO OPERACIONAIS,CED3010301,RECEITAS NÃO OPERACIONAIS,FALSE,view,account.data_account_type_view
CED3010301010100,3.01.03.01.01.01.00,Receitas de Alienações de Bens e Direitos do Ativo Permanente,CED301030101,Receitas de Alienações de Bens e Direitos do Ativo Permanente,FALSE,other,account.data_account_type_income
CED3010301010110,3.01.03.01.01.01.10,Ganhos de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,CED301030101,Ganhos de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,FALSE,other,account.data_account_type_income
CED3010301010200,3.01.03.01.01.02.00,Outras Receitas Não Operacionais,CED301030101,Outras Receitas Não Operacionais,FALSE,other,account.data_account_type_income
CED301030103,3.01.03.01.03,DESPESAS NÃO OPERACIONAIS,CED3010301,DESPESAS NÃO OPERACIONAIS,FALSE,view,account.data_account_type_view
CED3010301030100,3.01.03.01.03.01.00,(-) Valor Contábil dos Bens e Direitos Alienados,CED301030103,(-) Valor Contábil dos Bens e Direitos Alienados,FALSE,other,account.data_account_type_expense
CED3010301030110,3.01.03.01.03.01.10,(-) Perdas de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,CED301030103,(-) Perdas de Capital por Variação Percentual em Participação Societária Avaliada pelo Patrimônio Líquido,FALSE,other,account.data_account_type_expense
CED3010301030200,3.01.03.01.03.02.00,(-) Outras Despesas Não Operacionais,CED301030103,(-) Outras Despesas Não Operacionais,FALSE,other,account.data_account_type_expense
CED30105,3.01.05,PARTICIPAÇÕES,CED301,PARTICIPAÇÕES,FALSE,view,account.data_account_type_view
CED3010501,3.01.05.01,PARTICIPAÇÕES NOS LUCROS,CED30105,PARTICIPAÇÕES NOS LUCROS,FALSE,view,account.data_account_type_view
CED301050101,3.01.05.01.01,PARTICIPAÇÕES DE EMPREGADOS,CED3010501,PARTICIPAÇÕES DE EMPREGADOS,FALSE,view,account.data_account_type_view
CED3010501010100,3.01.05.01.01.01.00,(-) Participações de Empregados,CED301050101,(-) Participações de Empregados,FALSE,other,account.data_account_type_expense
CED3010501010200,3.01.05.01.01.02.00,(-) Contribuições para Assistência ou Previdência de Empregados,CED301050101,(-) Contribuições para Assistência ou Previdência de Empregados,FALSE,other,account.data_account_type_expense
CED3010501010300,3.01.05.01.01.03.00,(-) Outras Participações de Empregados,CED301050101,(-) Outras Participações de Empregados,FALSE,other,account.data_account_type_expense
CED301050103,3.01.05.01.03,OUTRAS PARTICIPAÇÕES,CED3010501,OUTRAS PARTICIPAÇÕES,FALSE,view,account.data_account_type_view
CED3010501030100,3.01.05.01.03.01.00,(-) Participações de Administradores e Partes Beneficiárias,CED301050103,(-) Participações de Administradores e Partes Beneficiárias,FALSE,other,account.data_account_type_expense
CED3010501030200,3.01.05.01.03.02.00,(-) Participações de Debêntures,CED301050103,(-) Participações de Debêntures,FALSE,other,account.data_account_type_expense
CED3010501030300,3.01.05.01.03.03.00,(-) Outras,CED301050103,(-) Outras,FALSE,other,account.data_account_type_expense
CED302,3.02,PROVISÃO PARA CSLL E IRPJ (ATIVIDADES EM GERAL),CED3,PROVISÃO PARA CSLL E IRPJ (ATIVIDADES EM GERAL),FALSE,view,account.data_account_type_view
CED30201,3.02.01,PROVISÃO PARA CSLL E IRPJ,CED302,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view
CED3020101,3.02.01.01,PROVISÃO PARA CSLL E IRPJ,CED30201,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view
CED302010101,3.02.01.01.01,PROVISÃO PARA CSLL E IRPJ,CED3020101,PROVISÃO PARA CSLL E IRPJ,FALSE,view,account.data_account_type_view
CED3020101010100,3.02.01.01.01.01.00,(-) Provisao Contribuição Social sobre o Lucro Líquido,CED302010101,(-) Provisao Contribuição Social sobre o Lucro Líquido,FALSE,other,account.data_account_type_expense
CED3020101010200,3.02.01.01.01.02.00,(-) Provisão para Imposto de Renda - Pessoa Jurídica,CED302010101,(-) Provisão para Imposto de Renda - Pessoa Jurídica,FALSE,other,account.data_account_type_expense
CED305,3.05,RESULTADO ANTES DO IRPJ E DA CSLL - ATIVIDADE RURAL,CED3,RESULTADO ANTES DO IRPJ E DA CSLL - ATIVIDADE RURAL,FALSE,view,account.data_account_type_view
CED30501,3.05.01,RESULTADO OPERACIONAL DA ATIVIDADE RURAL,CED305,RESULTADO OPERACIONAL DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view
CED3050101,3.05.01.01,RECEITA OPERACIONAL LÍQUIDA DA ATIVIDADE RURAL,CED30501,RECEITA OPERACIONAL LÍQUIDA DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view
CED305010101,3.05.01.01.01,RECEITA BRUTA DA ATIVIDADE RURAL,CED3050101,RECEITA BRUTA DA ATIVIDADE RURAL,FALSE,view,account.data_account_type_view
CED3050101010100,3.05.01.01.01.01.00,Receita da Atividade Rural,CED305010101,Receita da Atividade Rural,FALSE,other,account.data_account_type_income
CED305010103,3.05.01.01.03,DEDUÇÕES DA RECEITA BRUTA,CED3050101,DEDUÇÕES DA RECEITA BRUTA,FALSE,view,account.data_account_type_view
CED3050101030100,3.05.01.01.03.01.00,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",CED305010103,"(-) Vendas Canceladas, Devoluções e Descontos Incondicionais",FALSE,other,account.data_account_type_expense
CED3050101030200,3.05.01.01.03.02.00,(-) ICMS,CED305010103,(-) ICMS,FALSE,other,account.data_account_type_expense
CED3050101030300,3.05.01.01.03.03.00,(-) Cofins,CED305010103,(-) Cofins,FALSE,other,account.data_account_type_expense
CED3050101030400,3.05.01.01.03.04.00,(-) PIS/Pasep,CED305010103,(-) PIS/Pasep,FALSE,other,account.data_account_type_expense
CED3050101030500,3.05.01.01.03.05.00,(-) ISS,CED305010103,(-) ISS,FALSE,other,account.data_account_type_expense
CED3050101030600,3.05.01.01.03.06.00,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,CED305010103,(-) Demais Impostos e Contribuições Incidentes sobre Vendas e Serviços,FALSE,other,account.data_account_type_expense
CED3050103,3.05.01.03,CUSTO DOS BENS E SERVIÇOS VENDIDOS,CED30501,CUSTO DOS BENS E SERVIÇOS VENDIDOS,FALSE,view,account.data_account_type_view
CED305010301,3.05.01.03.01,CUSTO DOS PRODUTOS DA ATIVIDADE RURAL VENDIDOS,CED3050103,CUSTO DOS PRODUTOS DA ATIVIDADE RURAL VENDIDOS,FALSE,view,account.data_account_type_view
CED3050103010000,3.05.01.03.01.00.00,Custo dos Produtos Vendidos da Atividade Rural,CED305010301,Custo dos Produtos Vendidos da Atividade Rural,FALSE,other,account.data_account_type_expense
CED305010309,3.05.01.03.09,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,CED3050103,AJUSTES DE ESTOQUES DECORRENTES DE ARBITRAMENTO,FALSE,view,account.data_account_type_view
CED3050105,3.05.01.05,OUTRAS RECEITAS OPERACIONAIS,CED30501,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view
CED305010501,3.05.01.05.01,OUTRAS RECEITAS OPERACIONAIS,CED3050105,OUTRAS RECEITAS OPERACIONAIS,FALSE,view,account.data_account_type_view
